sn,title,location,format,oclc,startyear,endyear,freq,material_dates
sn85009906,Muslim journal.,"Brigham Young Univ Libr, Provo, UT",Unspecified,12063707,1985,current,Weekly,NRN:ADP4069
sn85009906,Muslim journal.,"Broward Cnty, Libr Div, Ft Lauderdale, FL",Original,12063707,1985,current,Weekly,Retains current 3 months.
sn85009906,Muslim journal.,"Broward Cnty, Libr Div, Ft Lauderdale, FL",Original,12063707,1985,current,Weekly,Retains current 3 months.
sn85009906,Muslim journal.,"Buffalo &amp; Erie Cnty Pub Libr, Buffalo, NY",Unspecified,12063707,1985,current,Weekly,Retains current 2 years.
sn85009906,Muslim journal.,"Buffalo &amp; Erie Cnty Pub Libr, Buffalo, NY",Original,12063707,1985,current,Weekly,<1985:1:3-
sn85009906,Muslim journal.,"California State Univ, Chico, Chico, CA",Unspecified,12063707,1985,current,Weekly,Library retains current 3 months only. per BP221 A1 M87
sn85009906,Muslim journal.,"Case Western Rsv Univ, Cleveland, OH",Unspecified,12063707,1985,current,Weekly,Library retains for one year only
sn85009906,Muslim journal.,"Center For Res Libr, Newsp Proj, Chicago, IL",Microfilm Service Copy,12063707,1985,current,Weekly,s=<1985:5:10-
sn85009906,Muslim journal.,"Champaign Pub Libr &amp; Info Ctr, Champaign, IL",Original,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Chicago Pub Libr, Chicago, IL",Microform,12063707,1985,current,Weekly,Locations: H3WLC
sn85009906,Muslim journal.,"Chicago Pub Libr, Chicago, IL",Online Resource,12063707,1985,current,Weekly,Locations: H3WLC
sn85009906,Muslim journal.,"Columbia Univ, New York, NY",Unspecified,12063707,1985,current,Weekly,"Microfilm. Wooster, Ohio : Bell & Howell, microfilm reels ; 35 mm."
sn85009906,Muslim journal.,"Cornell Univ, Ithaca, NY",Unspecified,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Dallas Pub Libr, Dallas, TX",Unspecified,12063707,1985,current,Weekly,Retains current 2 years only.
sn85009906,Muslim journal.,"Essex Cnty Col, Newark, NJ",Unspecified,12063707,1985,current,Weekly,Current issues retained.
sn85009906,Muslim journal.,"Fayetteville State Univ, Fayetteville, NC",Unspecified,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Flint Pub Libr, Flint, MI",Unspecified,12063707,1985,current,Weekly,Retains current year.
sn85009906,Muslim journal.,"Flint Pub Libr, Flint, MI",Original,12063707,1985,current,Weekly,Retains current year.
sn85009906,Muslim journal.,"Florida A&amp;M Univ, Tallahassee, FL",Unspecified,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Free Libr of Philadelphia, Philadelphia, PA",Unspecified,12063707,1985,current,Weekly,"[Microfilm=10-20,60,64 0,5]"
sn85009906,Muslim journal.,"Free Pub Libr of Newark, New Jersey, Newark, NJ",Unspecified,12063707,1985,current,Weekly,[
sn85009906,Muslim journal.,"Free Pub Libr of Newark, New Jersey, Newark, NJ","ONLY on microfilm=1961-1988,0,5]",12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Hartford Pub Libr, Hartford, CT",Original,12063707,1985,current,Weekly,Retains current 2 years
sn85009906,Muslim journal.,"Howard Univ, Washington, DC",Unspecified,12063707,1985,current,Weekly,Current issues only
sn85009906,Muslim journal.,"Indiana Univ, Bloomington, IN",Unspecified,12063707,1985,current,Weekly,Current issues retained until microfilm is shelved
sn85009906,Muslim journal.,"Indiana Univ, Bloomington, IN",Unspecified,12063707,1985,current,Weekly,Latest month only
sn85009906,Muslim journal.,"John Jay Col of Criminal Justice Libr, New York, NY",Unspecified,12063707,1985,current,Weekly,"[Total=1990-2001. Microfilm=1990-2001 0,5]"
sn85009906,Muslim journal.,"Los Angeles Pub Libr, Los Angeles, CA",Unspecified,12063707,1985,current,Weekly,11:24-(1986:04:11-)
sn85009906,Muslim journal.,"Michigan State Univ, E Lansing, MI",Original,12063707,1985,current,Weekly,10-(<1985:5:10-)
sn85009906,Muslim journal.,"Monroe Commun Col Libr, Rochester, NY",Unspecified,12063707,1985,current,Weekly,Retains current months.
sn85009906,Muslim journal.,"New Haven Free Pub Libr, New Haven, CT",Unspecified,12063707,1985,current,Weekly,Retains current 6 to 12 months
sn85009906,Muslim journal.,"New York Pub Libr Res Libr, New York, NY",Microfilm Service Copy,12063707,1985,current,Weekly,s=<1985:5:10-
sn85009906,Muslim journal.,"New York State - Wc7, Albany, NY",Unspecified,12063707,1985,current,Weekly,WC7HG02 Ogdensburg Correctional Facility; Retains current week.
sn85009906,Muslim journal.,"New York State - Wc7, Albany, NY",Unspecified,12063707,1985,current,Weekly,WC7EG01 Cape Vincent Correctional Facility; Retains current week.
sn85009906,Muslim journal.,"North Carolina A&amp;T State Univ, Greensboro, NC",Unspecified,12063707,1985,current,Weekly,Jan-Jun1986
sn85009906,Muslim journal.,"Northwestern Univ, Evanston, IL",Microfilm Service Copy,12063707,1985,current,Weekly,<1985:5:10-
sn85009906,Muslim journal.,"Northwestern Univ, Evanston, IL",Original,12063707,1985,current,Weekly,<1992:7:3-12:25>
sn85009906,Muslim journal.,"Paterson Free Pub Libr, Paterson, NJ",Unspecified,12063707,1985,current,Weekly,Retains current 3 months.
sn85009906,Muslim journal.,"Pennsylvania State Univ, University Park, PA",Unspecified,12063707,1985,current,Weekly,"Retains current issues only [Microfilm=10- 1985- 0,4]"
sn85009906,Muslim journal.,"Peoria Pub Libr, Peoria, IL",Unspecified,12063707,1985,current,Weekly,Retains year.
sn85009906,Muslim journal.,"Purdue Univ, W Lafayette, IN",Unspecified,12063707,1985,current,Weekly,Latest 3 months only.
sn85009906,Muslim journal.,"Queens Borough Pub Libr, Flushing, NY",Unspecified,12063707,1985,current,Weekly,Retains current two years
sn85009906,Muslim journal.,"Queens Col, Flushing, NY",Original,12063707,1985,current,Weekly,11-(1985-Retains current and previous year.)
sn85009906,Muslim journal.,"Rochester Pub Libr, Rochester, NY",Unspecified,12063707,1985,current,Weekly,Retains current 2 years plus 1.
sn85009906,Muslim journal.,"Sacramento Pub Libr, Sacramento, CA",Original,12063707,1985,current,Weekly,Retains current 3 months
sn85009906,Muslim journal.,"State Univ of New York, Binghamton Libr, Binghamton, NY",Unspecified,12063707,1985,current,Weekly,Retains current 6 months.
sn85009906,Muslim journal.,"Stockton-San Joaquin Cnty Pub Libr, Stockton, CA",Unspecified,12063707,1985,current,Weekly,Retains 2 years and current issues
sn85009906,Muslim journal.,"Suny At Buffalo, Buffalo, NY",Microform,12063707,1985,current,Weekly,1985-2015
sn85009906,Muslim journal.,"Suny At Buffalo, Buffalo, NY",Unspecified,12063707,1985,current,Weekly,Current Issues retained until microform received
sn85009906,Muslim journal.,"Suny At Stony Brook, Stony Brook, NY",Original,12063707,1985,current,Weekly,1985-1987
sn85009906,Muslim journal.,"Suny At Stony Brook, Stony Brook, NY",Microfilm Service Copy,12063707,1985,current,Weekly,s=<1985:5:10-1987:12:25>
sn85009906,Muslim journal.,"Suny Col At Purchase, Purchase, NY",Microfilm Service Copy,12063707,1985,current,Weekly,<1985:5:10-1995:12:29>
sn85009906,Muslim journal.,"Syracuse Univ, Syracuse, NY",Unspecified,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Texas Tech Univ, Lubbock, TX",Unspecified,12063707,1985,current,Weekly,LIBRARY RETAINS CURRENT YEAR ONLY
sn85009906,Muslim journal.,"Union Col, Schenectady, NY",Microform,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Univ of Arizona, Tucson, AZ",Unspecified,12063707,1985,current,Weekly,Retains current year.
sn85009906,Muslim journal.,"Univ of California, Davis, Shields Libr, Davis, CA",Original,12063707,1985,current,Weekly,Current unbound issues-
sn85009906,Muslim journal.,"Univ of California, Irvine, Irvine, CA",Microfilm Service Copy,12063707,1985,current,Weekly,<1985:5:10-
sn85009906,Muslim journal.,"Univ of California, San Diego, La Jolla, CA",Original,12063707,1985,current,Weekly,41:15- (2016- )
sn85009906,Muslim journal.,"Univ of California, Santa Barbara, Santa Barbara, CA",Microform,12063707,1985,current,Weekly,1985:May-2015:Dec.
sn85009906,Muslim journal.,"Univ of California, Santa Barbara, Santa Barbara, CA",Unspecified,12063707,1985,current,Weekly,Current issues kept until replaced by microfilm
sn85009906,Muslim journal.,"Univ of Cent Oklahoma, Edmond, OK",Unspecified,12063707,1985,current,Weekly,"Current 3 months Retained [Microfilm=v.10-v.27 1985-2001 0,5,8]"
sn85009906,Muslim journal.,"Univ of Chicago, Chicago, IL",Unspecified,12063707,1985,current,Weekly,v. 34 no. 14(2009: January 2)
sn85009906,Muslim journal.,"Univ of Colorado At Boulder, Boulder, CO",Unspecified,12063707,1985,current,Weekly,latest 6 weeks
sn85009906,Muslim journal.,"Univ of Connecticut, Storrs, CT",Original,12063707,1985,current,Weekly,<1985:5:10><1985:5:24-1986:8:1>
sn85009906,Muslim journal.,"Univ of Connecticut, Storrs, CT",Original,12063707,1985,current,Weekly,"v.10:no.28, v.10:no.30-v.11:no.40, v.15:no.8-v.17:no.12, v.17:no.14-(1985-1986,1989-)"
sn85009906,Muslim journal.,"Univ of Florida, Gainesville, FL",Unspecified,12063707,1985,current,Weekly,Retains current month.
sn85009906,Muslim journal.,"Univ of Hartford, West Hartford, CT",Unspecified,12063707,1985,current,Weekly,Retains current 1 year; with newspapers.
sn85009906,Muslim journal.,"Univ of Illinois, Urbana, IL",Original,12063707,1985,current,Weekly,1985:5:10 -
sn85009906,Muslim journal.,"Univ of Illinois, Chicago, Chicago, IL",Unspecified,12063707,1985,current,Weekly,v.10(1985)
sn85009906,Muslim journal.,"Univ of Maryland, Baltimore Cnty, Baltimore, MD",Unspecified,12063707,1985,current,Weekly,CURRENT MONTH through 2007 cancelled as of 2008
sn85009906,Muslim journal.,"Univ of Memphis, Memphis, TN",Unspecified,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Univ of Oregon Libr, Eugene, OR",Unspecified,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Univ of Rochester, Rochester, NY",Unspecified,12063707,1985,current,Weekly,"[Microfilm=10- 1985- 0,4]"
sn85009906,Muslim journal.,"Univ of Southern California, Los Angeles, CA",Original,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Univ of Virginia, Charlottesville, VA",Unspecified,12063707,1985,current,Weekly,[Microfilm= 10- 1985- ]
sn85009906,Muslim journal.,"Univ of Washington Libr, Seattle, WA",Original,12063707,1985,current,Weekly,"Jun.6,1985-date;"
sn85009906,Muslim journal.,"Vassar Col, Poughkeepsie, NY",Unspecified,12063707,1985,current,Weekly,Retains current year + 1.
sn85009906,Muslim journal.,"Virginia Commonwealth Univ, Richmond, VA",Microfilm Service Copy,12063707,1985,current,Weekly,<1985:5:10-1993:12:31>
sn85009906,Muslim journal.,"Virginia Commonwealth Univ, Richmond, VA",Unspecified,12063707,1985,current,Weekly,Retains current 3 months.
sn85009906,Muslim journal.,"Washington State Univ, Pullman, WA",Original,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Washington State Univ, Pullman, WA",Original,12063707,1985,current,Weekly,
sn85009906,Muslim journal.,"Westchester Libr Syst, Ardsley, NY",Unspecified,12063707,1985,current,Weekly,Retains current six months
sn85009906,Muslim journal.,"Westchester Libr Syst, Ardsley, NY",Original,12063707,1985,current,Weekly,
sn89080007,Metropolis weekly gazette.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,22355720,1???,19??,Weekly,"<1911:7:21><1912:5:24, 8:16, 10:18><1913:5:16-23, 12:12-26><1914:1:16-2:6,27-12:25><1915:1:8-12:24><1916:1:7-12:22><1917:1:5-9:14,28-12:21><1918:1:4-2:8,22-5:17,31-8:14,30-9:13,27-10:4,18, 11:15-22, 12:4><1919:1:3,17,31-2:21, 3:28-6:13,27-10:17,31-11:21, 12:5-26><1920:1:2,16-3:19, 4:2-5:14,28-10:8,22-12:31><1921:1:7-2:4,18-6:17, 7:1-29, 8:12-12:29><1922:1:6-3:3,17-31, 4:14-28, 5:26-6:16,30-9:1,15-22, 10:6-13,27-12:22>"
sn89080007,Metropolis weekly gazette.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,22355720,1???,19??,Weekly,"<1911:7:21><1912:5:24, 8:16, 10:18><1913:5:16-23, 12:12-26><1914:1:16-2:6,27-12:25><1915:1:8-12:24><1916:1:7-12:22><1917:1:5-9:14,28-12:21><1918:1:4-2:8,22-5:17,31-8:14,30-9:13,27-10:4,18, 11:15-22, 12:4><1919:1:3,17,31-2:21, 3:28-6:13,27-10:17,31-11:21, 12:5-26><1920:1:2,16-3:19, 4:2-5:14,28-10:8,22-12:31><1921:1:7-2:4,18-6:17, 7:1-29, 8:12-12:29><1922:1:6-3:3,17-31, 4:14-28, 5:26-6:16,30-9:1,15-22, 10:6-13,27-12:22>"
sn89080007,Metropolis weekly gazette.,"Southern Illinois Univ, Carbondale, IL",Microfilm Service Copy,22355720,1???,19??,Weekly,"<1911:7:21><1912:5:24, 8:16, 10:18><1913:5:16-23, 12:12-26><1914:1:16-2:6,27-12:25><1915:1:8-12:24><1916:1:7-12:22><1917:1:5-9:14,28-12:21><1918:1:4-2:8,22-5:17,31-8:14,30-9:13,27-10:4,18, 11:15-22, 12:4><1919:1:3,17,31-2:21, 3:28-6:13,27-10:17,31-11:21, 12:5-26><1920:1:2,16-3:19, 4:2-5:14,28-10:8,22-12:31><1921:1:7-2:4,18-6:17, 7:1-29, 8:12-12:29><1922:1:6-3:3,17-31, 4:14-28, 5:26-6:16,30-9:1,15-22, 10:6-13,27-12:22>"
sn89080007,Metropolis weekly gazette.,"SOUTHERN ILLINOIS UNIVERSITY AT EDWARDSVILLE, EDWARDSVILLE, IL",Unspecified,22355720,1???,19??,Weekly,"Jul 21,1911-Dec 22,1922"
sn89080007,Metropolis weekly gazette.,"Wisconsin Hist Soc, Newsp Proj, Madison, WI",Microfilm Service Copy,22355720,1???,19??,Weekly,s=<1911:7:21-1922:12:22>
sn89080008,East St. Louis monitor.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,22355725,1963,1975,Weekly,<1965:3:15-1969:2:20><1970:1:8-1975:10:30>
sn89080008,East St. Louis monitor.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,22355725,1963,1975,Weekly,<1965:3:15-1969:2:20><1970:1:8-1975:10:30>
sn89080008,East St. Louis monitor.,"SOUTHERN ILLINOIS UNIVERSITY AT EDWARDSVILLE, EDWARDSVILLE, IL",Original,22355725,1963,1975,Weekly,1965/66-1974/75
sn89080008,East St. Louis monitor.,"Wisconsin Hist Soc, Newsp Proj, Madison, WI",Microfilm Service Copy,22355725,1963,1975,Weekly,s=<1965:3:15/21-1975:10:30>
sn89080009,The crusader.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,22355733,1942,????,Weekly,<1965:1:7-1978:8:17>
sn89080009,The crusader.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,22355733,1942,????,Weekly,<1965:1:7-1978:8:17>
sn89080009,The crusader.,"SOUTHERN ILLINOIS UNIVERSITY AT EDWARDSVILLE, EDWARDSVILLE, IL",Unspecified,22355733,1942,????,Weekly,"Jan 7,1965-Aug 17,1978"
sn89080009,The crusader.,"Wisconsin Hist Soc, Newsp Proj, Madison, WI",Microfilm Service Copy,22355733,1942,????,Weekly,s=<1965:1:7-1978:7:17>
sn90053118,Black x-press.,"Chicago Hist Soc Libr, Chicago, IL",Microfilm Service Copy,23090902,1973,197?,Weekly,<1973:5:19-1974:7:27>
sn90053118,Black x-press.,"Chicago Hist Soc Libr, Chicago, IL",Original,23090902,1973,197?,Weekly,"<1973:6:2,23-10:13,27-12:22><1974:1:5-3:2,16-5:25, 6:8-7:27>"
sn90053118,Black x-press.,"Chicago Pub Libr, Chicago, IL",Original,23090902,1973,197?,Weekly,<1973:5:19-1974:7:27>
sn90053118,Black x-press.,"Northwestern Univ, Evanston, IL",Original,23090902,1973,197?,Weekly,"<1973:11:17-24, 12:8-22><1974:1:5-7:27>"
sn90053118,Black x-press.,"Univ of California, San Diego, La Jolla, CA",Online Resource,23090902,1973,197?,Weekly,
sn90053118,Black x-press.,"Univ of Illinois, Urbana, IL",Unspecified,23090902,1973,197?,Weekly,1973:5:19-1974:7:27
sn90053118,Black x-press.,"Univ of Illinois, Chicago, Chicago, IL",Unspecified,23090902,1973,197?,Weekly,"v.1:no.1(1973:May19),v.1:no.4(1973:Jun.9)-v.1:no.48(1974:May4)"
sn90053126,The Chicago Illinois idea.,"Chicago Hist Soc Libr, Chicago, IL",Microfilm Service Copy,23103639,19??,19??,Weekly,<1916:10:28>
sn90053126,The Chicago Illinois idea.,"Chicago Hist Soc Libr, Chicago, IL",Original,23103639,19??,19??,Weekly,<1916:10:28>
sn90053126,The Chicago Illinois idea.,"Univ of Illinois, Urbana, IL",Unspecified,23103639,19??,19??,Weekly,"Bulletin: 1964:1:30-2:5,1965:7:29-8:4; Chicago courier: 1965:8:7-21,1967:1:7; Chicago Illinois idea: 1916:10:28; Chicago reflector: 1897:10:16; Chicago whip:1927:11:5,19-26; Sunday Chicago bee: 1938:5:1,1939:6:25,1940:7:21,9:1,1941:5:4,6:29,1942:3:1,8:2,1943:4:4,12:5,1946:10:13-20"
sn90053128,The Chicago courier.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,23103681,1960,19??,Weekly,<1963:8:17><1976:1:24>
sn90053128,The Chicago courier.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,23103681,1960,19??,Weekly,<1963:8:17><1976:1:24>
sn90053128,The Chicago courier.,"California State Univ, San Marcos, San Marcos, CA",Unspecified,23103681,1960,19??,Weekly,
sn90053128,The Chicago courier.,"Chicago Hist Soc Libr, Chicago, IL",Microfilm Service Copy,23103681,1960,19??,Weekly,<1965:8:7-21><1967:1:7>
sn90053128,The Chicago courier.,"Chicago Hist Soc Libr, Chicago, IL",Original,23103681,1960,19??,Weekly,<1965:8:7-21><1967:1:7>
sn90053128,The Chicago courier.,"Lincoln Libr, Springfield, IL",Microfilm Service Copy,23103681,1960,19??,Weekly,<1963:8:17>
sn90053128,The Chicago courier.,"Univ of California, San Diego, La Jolla, CA",Online Resource,23103681,1960,19??,Weekly,
sn90053128,The Chicago courier.,"Univ of Illinois, Urbana, IL",Original,23103681,1960,19??,Weekly,"Copy 1 has 1976:1:10-2:27, 4:3-5:22, 6:5-7:10"
sn98063233,The Evanston newsette.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,38874778,1941,19??,Weekly,<1941:2:27-1950:11:9>
sn98063233,The Evanston newsette.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,38874778,1941,19??,Weekly,<1941:2:27-1950:11:9>
sn98063233,The Evanston newsette.,"Evanston Pub Libr, Evanston, IL",Microform,38874778,1941,19??,Weekly,Jan. 1941-Nov. 1950
sn98063234,Concerned citizens commitment news report.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,38840435,1971,1973,Weekly,<1971:5:15-1973:7:5>
sn98063234,Concerned citizens commitment news report.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,38840435,1971,1973,Weekly,<1971:5:15-1973:7:5>
sn98063234,Concerned citizens commitment news report.,"Evanston Pub Libr, Evanston, IL",Original,38840435,1971,1973,Weekly,<1971:5:15-1973:7:5>
sn98063234,Concerned citizens commitment news report.,"Northwestern Univ, Evanston, IL",Original,38840435,1971,1973,Weekly,"<1971:5:15-9:4,18-1973:7:5>"
sn98063235,CCC newsette.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,38840511,1973,1984,Weekly,<1973:7:12-1984:1:5>
sn98063235,CCC newsette.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,38840511,1973,1984,Weekly,<1973:7:12-1984:1:5>
sn98063235,CCC newsette.,"Evanston Pub Libr, Evanston, IL",Original,38840511,1973,1984,Weekly,<1973:7:12-1984:1:5>
sn98063235,CCC newsette.,"Northwestern Univ, Evanston, IL",Original,38840511,1973,1984,Weekly,"<1973:7:12-1974:2:7, 2:21-3:21, 12:5-26><1975:1:2-11:20, 12:4-25><1976:1:1,15-29>"
sn98063236,CCC news.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Service Copy,38840679,1984,1985,Weekly,"<1984:1:12-6:28><1985:1:10-5:23, 7:25>"
sn98063236,CCC news.,"Abraham Lincoln Presidential Libr, Springfield, IL",Microfilm Master,38840679,1984,1985,Weekly,"<1984:1:12-6:28><1985:1:10-5:23, 7:25>"
sn98063236,CCC news.,"Chicago Hist Soc Libr, Chicago, IL",Microfilm Service Copy,38840679,1984,1985,Weekly,<1984:5:24-6:28><1984:12:20-1985:2:7><1985:2:21-5:23>
sn98063236,CCC news.,"Evanston Pub Libr, Evanston, IL",Original,38840679,1984,1985,Weekly,<1984:1:12-1985:7:25>
sn98063236,CCC news.,"Northwestern Univ, Evanston, IL",Original,38840679,1984,1985,Weekly,<1985:5:16>
sn98063236,CCC news.,"Univ of Illinois, Urbana, IL",Microfilm Master,38840679,1984,1985,Weekly,"<1984:5:24-6:28, 12:20-27><1985:1:3-2:7,21-5:23>"
sn98063236,CCC news.,"Univ of Illinois, Urbana, IL",Microfilm Service Copy,38840679,1984,1985,Weekly,"<1984:5:24-6:28, 12:20-27><1985:1:3-2:7,21-5:23>"
